164,1,5
434,1,3
579,1,3
767,1,4
2087,1,3
2449,1,3
2652,1,4
2680,1,5
2915,1,4
3875,1,4
5354,1,5
5467,1,4
5664,1,4
6208,1,3
6765,1,3
7731,1,3
7733,1,3
8134,1,5
9254,1,4
9884,1,4
9922,1,3
10458,1,4
10643,1,2
10875,1,5
12262,1,4
12419,1,3
15708,1,2
17012,1,5
17123,1,4
17988,1,5
18385,1,5
21865,1,5
21963,1,5
21995,1,4
22021,1,4
22172,1,1
22518,1,4
24328,1,4
24729,1,3
25981,1,3
26415,1,3
26684,1,5
27322,1,5
28106,1,4
30060,1,4
31184,1,4
31477,1,4
32843,1,4
34129,1,4
34470,1,3
35180,1,1
36758,1,3
37374,1,4
37898,1,4
38020,1,4
40944,1,4
41719,1,3
41877,1,3
42689,1,4
42947,1,5
45977,1,5
46255,1,5
46264,1,2
47083,1,4
47724,1,3
48905,1,3
49483,1,5
52270,1,5
52362,1,5
55374,1,1
55970,1,5
57095,1,3
57505,1,5
58134,1,2
58232,1,2
58386,1,3
59594,1,3
60334,1,3
60750,1,3
61274,1,5
62562,1,3
64048,1,5
64184,1,3
65142,1,4
65582,1,3
67181,1,5
67696,1,5
68956,1,4
69706,1,5
70374,1,4
70467,1,1
70934,1,2
72191,1,5
72833,1,5
73004,1,4
73224,1,5
73902,1,4
74957,1,4
76754,1,5
77944,1,4
79086,1,5
79414,1,3
79621,1,4
79737,1,3
80944,1,3
81720,1,5
82600,1,5
84877,1,4
85637,1,4
85749,1,5
86169,1,5
87381,1,5
88398,1,5
89493,1,5
89624,1,3
89757,1,4
89926,1,5
90039,1,4
90331,1,2
90790,1,5
91928,1,2
92646,1,3
93658,1,4
93850,1,1
94585,1,5
94727,1,3
95586,1,2
96503,1,5
97344,1,2
98939,1,4
99121,1,3
99614,1,3
99668,1,5
101566,1,4
102521,1,5
102717,1,4
103451,1,5
104273,1,4
104284,1,4
106310,1,5
107944,1,3
108433,1,3
108564,1,5
108609,1,2
110627,1,5
110688,1,4
113400,1,5
113591,1,5
115805,1,1
116138,1,3
116297,1,5
116629,1,4
116901,1,3
117599,1,4
118812,1,3
120132,1,4
120321,1,1
120472,1,3
120750,1,5
121645,1,5
124401,1,3
124745,1,4
124785,1,4
124859,1,5
125842,1,4
127601,1,5
127792,1,5
128662,1,4
129688,1,4
129689,1,4
130471,1,5
131537,1,5
132812,1,4
133376,1,5
134745,1,4
134882,1,4
135328,1,4
136949,1,3
138074,1,4
138088,1,4
139327,1,4
139425,1,3
139594,1,5
140001,1,1
142316,1,5
143036,1,3
144326,1,4
145374,1,4
146359,1,4
147057,1,4
147430,1,5
147638,1,5
148182,1,5
148869,1,3
149547,1,5
149792,1,3
150672,1,4
151275,1,4
151288,1,4
151939,1,4
152378,1,5
154600,1,5
156986,1,4
158652,1,4
159115,1,5
160034,1,5
160225,1,5
160594,1,4
160879,1,4
160902,1,4
161915,1,4
162452,1,4
162497,1,3
165007,1,3
167559,1,2
170267,1,2
172024,1,5
176736,1,3
177924,1,5
179020,1,3
180292,1,4
181504,1,5
182169,1,4
182856,1,5
183413,1,4
183540,1,1
183951,1,4
184901,1,4
185758,1,5
186400,1,3
186633,1,3
187911,1,3
190182,1,3
192445,1,3
192667,1,3
193695,1,4
194965,1,3
195819,1,4
196233,1,3
197333,1,3
197406,1,3
199924,1,1
201170,1,1
201187,1,5
202168,1,3
202689,1,1
202690,1,5
202863,1,4
203847,1,3
204129,1,3
204428,1,5
204483,1,3
205832,1,4
205914,1,3
206486,1,4
207057,1,4
207240,1,4
208536,1,4
208737,1,4
209807,1,3
209838,1,3
210370,1,4
210545,1,4
212074,1,5
213837,1,4
214395,1,3
214458,1,3
214584,1,4
215688,1,2
216135,1,4
217091,1,4
217994,1,4
219447,1,4
219606,1,5
220585,1,5
222755,1,4
222940,1,4
225974,1,4
226013,1,4
226064,1,3
226325,1,3
226499,1,3
227700,1,1
227887,1,5
231166,1,4
231368,1,3
232066,1,4
232941,1,5
233046,1,3
233807,1,4
234999,1,2
237586,1,5
238029,1,3
238356,1,5
243593,1,3
243812,1,5
244361,1,3
244381,1,4
244503,1,4
244822,1,2
246284,1,3
246445,1,3
247616,1,4
248017,1,4
249336,1,2
251930,1,5
252972,1,5
253697,1,4
253791,1,2
254630,1,3
255222,1,4
256918,1,2
257854,1,3
258418,1,5
258854,1,4
259564,1,4
260272,1,3
260474,1,5
261846,1,4
262547,1,3
263261,1,5
264021,1,4
264534,1,4
265235,1,5
265366,1,2
268839,1,2
270046,1,3
270940,1,5
270956,1,1
271046,1,5
272892,1,4
273692,1,4
273729,1,3
274457,1,1
275034,1,3
276360,1,4
276631,1,5
276730,1,3
278645,1,4
278964,1,4
280557,1,5
280666,1,3
281210,1,1
282059,1,5
282712,1,3
282931,1,5
283523,1,1
283660,1,4
283820,1,4
283962,1,5
284289,1,4
284296,1,2
284708,1,3
286286,1,1
289604,1,5
290311,1,5
290682,1,4
290917,1,3
291041,1,4
291125,1,4
291324,1,4
298584,1,4
298912,1,4
300024,1,4
300145,1,3
300264,1,4
300931,1,3
301824,1,5
302005,1,4
305120,1,4
305220,1,4
305839,1,5
307383,1,4
307717,1,4
310615,1,4
311043,1,3
312041,1,2
312705,1,5
313499,1,5
315571,1,5
316289,1,5
317694,1,4
320042,1,5
321550,1,3
321685,1,5
321998,1,4
322413,1,5
322491,1,3
322958,1,4
323445,1,4
324831,1,4
324956,1,4
325285,1,2
327487,1,4
327716,1,3
329445,1,5
329708,1,4
330054,1,5
330119,1,3
330888,1,5
330985,1,4
331081,1,4
332912,1,3
333664,1,3
333861,1,2
334233,1,4
335773,1,2
336116,1,4
337892,1,4
339399,1,3
339773,1,4
339979,1,4
340296,1,5
340489,1,4
340743,1,4
341770,1,2
345354,1,4
345475,1,5
345587,1,4
346351,1,4
347841,1,4
348571,1,4
349260,1,1
349424,1,4
350938,1,1
352405,1,5
353943,1,4
355726,1,5
355852,1,3
357590,1,4
359279,1,4
360788,1,4
361572,1,4
363583,1,4
364564,1,4
364675,1,5
365074,1,4
365594,1,4
367259,1,5
368187,1,4
369932,1,1
371150,1,3
372364,1,3
372373,1,3
372703,1,3
373572,1,4
376789,1,5
378584,1,4
378960,1,4
379417,1,3
379878,1,2
382791,1,4
383962,1,5
385406,1,3
389463,1,2
389916,1,4
392083,1,3
392474,1,4
395018,1,3
397313,1,1
400155,1,4
400172,1,5
401977,1,4
403555,1,4
404712,1,4
404887,1,4
405604,1,3
405830,1,3
406495,1,5
406805,1,5
408681,1,3
408921,1,1
409689,1,4
410248,1,4
411064,1,4
411357,1,5
412383,1,2
412750,1,4
413050,1,3
413835,1,3
414439,1,5
414945,1,5
415188,1,1
415203,1,1
417703,1,5
419463,1,4
420913,1,3
422097,1,4
422862,1,3
426598,1,5
426626,1,5
430226,1,4
431378,1,5
431389,1,5
431532,1,3
432301,1,3
432974,1,1
433222,1,3
437383,1,4
438472,1,4
438843,1,5
438933,1,2
439161,1,3
440449,1,4
442140,1,1
443015,1,3
444141,1,3
444252,1,4
446639,1,4
446838,1,3
448147,1,3
448650,1,4
448996,1,5
451012,1,5
451654,1,5
452829,1,4
454815,1,3
458482,1,5
458649,1,3
459893,1,4
459979,1,5
460326,1,3
461173,1,5
463111,1,4
464615,1,4
464647,1,3
464755,1,3
465009,1,5
465026,1,4
465109,1,5
465620,1,1
466953,1,4
468298,1,5
468477,1,3
469159,1,3
469464,1,3
471850,1,5
472166,1,5
472548,1,3
472923,1,4
474589,1,4
475735,1,3
476753,1,5
476828,1,5
477015,1,4
477677,1,4
479907,1,4
2061,2,5
7416,2,4
11901,2,3
12562,2,5
19025,2,5
33265,2,5
35053,2,5
35613,2,5
39866,2,4
39966,2,4
40303,2,4
42823,2,2
44920,2,5
47435,2,1
48779,2,2
55374,2,1
56431,2,2
63320,2,1
63411,2,5
70467,2,1
71221,2,4
71443,2,4
73235,2,4
75119,2,4
77693,2,5
85364,2,5
90050,2,2
91692,2,4
92441,2,1
93850,2,1
95014,2,4
95794,2,4
95960,2,4
104372,2,3
106351,2,3
112532,2,1
114842,2,5
115805,2,1
130304,2,5
136285,2,5
142939,2,3
146178,2,3
147419,2,4
150763,2,5
153750,2,5
176546,2,3
177776,2,4
179681,2,3
180997,2,5
181614,2,4
184269,2,1
186273,2,5
186366,2,5
195943,2,4
205173,2,3
205495,2,2
211928,2,4
212768,2,5
213525,2,4
216000,2,4
219744,2,3
224390,2,4
227080,2,2
227371,2,3
230861,2,5
232958,2,3
233025,2,3
233937,2,5
238309,2,3
238677,2,4
243324,2,5
244076,2,3
244968,2,3
246626,2,5
249336,2,1
253791,2,3
254349,2,4
254638,2,2
262274,2,5
265130,2,1
267807,2,5
268457,2,5
273570,2,5
275049,2,3
283744,2,1
285970,2,4
286815,2,4
286825,2,3
294480,2,3
296215,2,3
296843,2,5
301824,2,4
302232,2,3
316404,2,4
319216,2,4
323607,2,5
323711,2,4
324032,2,3
325496,2,5
327148,2,2
327716,2,3
327820,2,5
331067,2,4
331864,2,5
332525,2,4
333600,2,1
340157,2,2
340730,2,4
342401,2,5
345057,2,4
348542,2,3
355416,2,5
359144,2,5
366045,2,5
373365,2,4
375639,2,5
381286,2,2
383962,2,4
389255,2,1
400980,2,3
403292,2,4
403493,2,3
404457,2,3
406785,2,4
410514,2,3
411623,2,5
419366,2,4
425022,2,4
430510,2,3
432257,2,5
438324,2,4
439082,2,3
440646,2,3
442140,2,1
447473,2,5
459079,2,3
463447,2,3
463632,2,4
465307,2,3
469965,2,4
470703,2,4
472466,2,1
475812,2,2
478502,2,5
480091,2,3
233,3,4
600,3,5
663,3,4
853,3,4
933,3,4
1144,3,3
1160,3,5
1173,3,3
1200,3,4
1850,3,4
1990,3,2
2511,3,5
2764,3,2
2907,3,4
2915,3,4
3021,3,3
3802,3,4
3882,3,3
3918,3,4
4076,3,4
4132,3,5
4318,3,4
4438,3,4
4797,3,5
5138,3,4
5300,3,3
5793,3,2
5851,3,4
6041,3,4
6366,3,5
6752,3,2
6786,3,5
7156,3,4
7401,3,5
7529,3,3
8002,3,4
8079,3,3
8106,3,5
8303,3,4
8325,3,4
8355,3,5
8389,3,4
8553,3,4
8557,3,3
9036,3,3
9234,3,4
9265,3,4
9469,3,1
9674,3,3
9683,3,4
9976,3,4
10398,3,4
10997,3,4
11137,3,4
11466,3,1
11539,3,4
11945,3,3
11980,3,5
12055,3,3
12136,3,4
12979,3,5
13410,3,4
13924,3,2
14153,3,5
14207,3,3
14259,3,5
14294,3,4
14645,3,4
15046,3,4
15673,3,4
15687,3,2
15807,3,3
15923,3,5
16114,3,3
16514,3,4
18096,3,3
18098,3,5
18373,3,2
18626,3,5
18961,3,5
19066,3,2
19292,3,2
19592,3,4
19798,3,5
